|company_name|startup_goa_link|gmap|lat|lng|place_id|formatted_address
126|L & A Tech|http://startupgoa.org/company/L%20%26%20A%20Tech/|[{'types': ['establishment', 'point_of_interest'], 'geometry': {'location': {'lat': 15.3644962, 'lng': 73.9457668}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'southwest': {'lat': 15.3631472197085, 'lng': 73.94441781970849}, 'northeast': {'lat': 15.3658451802915, 'lng': 73.94711578029151}}}, 'address_components': [{'types': ['route'], 'long_name': 'Cortalim – Racaim – Loutulim – Borim', 'short_name': 'MDR 44'}, {'types': ['political', 'sublocality', 'sublocality_level_1'], 'long_name': 'Verna Industrial Estate', 'short_name': 'Verna Industrial Estate'}, {'types': ['locality', 'political'], 'long_name': 'Verna', 'short_name': 'Verna'}, {'types': ['administrative_area_level_2', 'political'], 'long_name': 'South Goa', 'short_name': 'South Goa'}, {'types': ['administrative_area_level_1', 'political'], 'long_name': 'Goa', 'short_name': 'GA'}, {'types': ['country', 'political'], 'long_name': 'India', 'short_name': 'IN'}, {'types': ['postal_code'], 'long_name': '403722', 'short_name': '403722'}], 'place_id': 'ChIJfYiSOLCwvzsRoL2fEiN8-Es', 'formatted_address': 'Helix tech HQ , Plot No. L-148, 149 , Classic Group Compound , Near Ravi Caffe, Cortalim – Racaim – Loutulim – Borim, Verna Industrial Estate, Verna, Goa 403722, India'}, {'types': ['establishment', 'point_of_interest'], 'geometry': {'location': {'lat': 15.3686058, 'lng': 73.9447994}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'southwest': {'lat': 15.3672568197085, 'lng': 73.94345041970848}, 'northeast': {'lat': 15.3699547802915, 'lng': 73.94614838029149}}}, 'address_components': [{'types': ['locality', 'political'], 'long_name': 'Salcete', 'short_name': 'Salcete'}, {'types': ['administrative_area_level_1', 'political'], 'long_name': 'Goa', 'short_name': 'GA'}, {'types': ['country', 'political'], 'long_name': 'India', 'short_name': 'IN'}, {'types': ['postal_code'], 'long_name': '403722', 'short_name': '403722'}], 'place_id': 'ChIJ3yvJUzG3vzsRKvTQc_Qn0og', 'formatted_address': 'L-44 Stp Unit-1, Software Tech Park, Verna Industrial Estate, Salcete, Goa 403722, India'}]|15.3644962|73.9457668|ChIJfYiSOLCwvzsRoL2fEiN8-Es|Helix tech HQ , Plot No. L-148, 149 , Classic Group Compound , Near Ravi Caffe, Cortalim – Racaim – Loutulim – Borim, Verna Industrial Estate, Verna, Goa 403722, India
127|LegalRaasta|http://startupgoa.org/company/LegalRaasta/|||||
128|Leigia Solutions|http://startupgoa.org/company/Leigia%20Solutions/|[{'types': ['establishment', 'point_of_interest'], 'geometry': {'location': {'lat': 15.4934034, 'lng': 73.83608939999999}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'southwest': {'lat': 15.4920544197085, 'lng': 73.8347404197085}, 'northeast': {'lat': 15.4947523802915, 'lng': 73.8374383802915}}}, 'address_components': [{'types': ['locality', 'political'], 'long_name': 'Patto, Panaji', 'short_name': 'Patto, Panaji'}, {'types': ['administrative_area_level_1', 'political'], 'long_name': 'Goa', 'short_name': 'GA'}, {'types': ['country', 'political'], 'long_name': 'India', 'short_name': 'IN'}, {'types': ['postal_code'], 'long_name': '403001', 'short_name': '403001'}], 'place_id': 'ChIJXW2-qZzAvzsRh2ihpH6zvXY', 'formatted_address': 'Gera Imperium II, 5th Floor, Office No.:516,, Patto Plaza,, Patto, Panaji, Goa 403001, India'}]|15.4934034|73.83608939999999|ChIJXW2-qZzAvzsRh2ihpH6zvXY|Gera Imperium II, 5th Floor, Office No.:516,, Patto Plaza,, Patto, Panaji, Goa 403001, India
129|Letcetra Agritech|http://startupgoa.org/company/Letcetra%20Agritech/|[{'types': ['establishment', 'point_of_interest'], 'geometry': {'location': {'lat': 15.614667, 'lng': 73.824997}, 'location_type': 'ROOFTOP', 'viewport': {'southwest': {'lat': 15.6133180197085, 'lng': 73.8236480197085}, 'northeast': {'lat': 15.6160159802915, 'lng': 73.8263459802915}}}, 'address_components': [{'types': ['subpremise'], 'long_name': 'Plot no 12,13,14', 'short_name': 'Plot no 12,13,14'}, {'types': ['premise'], 'long_name': 'THIVIM INDUSTRIAL ESTATE', 'short_name': 'THIVIM INDUSTRIAL ESTATE'}, {'types': ['locality', 'political'], 'long_name': 'Acoi Village', 'short_name': 'Acoi Village'}, {'types': ['administrative_area_level_2', 'political'], 'long_name': 'North Goa', 'short_name': 'North Goa'}, {'types': ['administrative_area_level_1', 'political'], 'long_name': 'Goa', 'short_name': 'GA'}, {'types': ['country', 'political'], 'long_name': 'India', 'short_name': 'IN'}, {'types': ['postal_code'], 'long_name': '403519', 'short_name': '403519'}], 'place_id': 'ChIJYyDK2TjrvzsROut79TND3bk', 'formatted_address': 'Plot no 12,13,14, THIVIM INDUSTRIAL ESTATE, Acoi Village, Goa 403519, India'}]|15.614667|73.824997|ChIJYyDK2TjrvzsROut79TND3bk|Plot no 12,13,14, THIVIM INDUSTRIAL ESTATE, Acoi Village, Goa 403519, India
130|LetsApp|http://startupgoa.org/company/LetsApp/|[{'types': ['establishment', 'point_of_interest'], 'geometry': {'location': {'lat': 15.489607, 'lng': 73.83230200000001}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'southwest': {'lat': 15.4882580197085, 'lng': 73.83095301970852}, 'northeast': {'lat': 15.4909559802915, 'lng': 73.83365098029152}}}, 'address_components': [{'types': ['locality', 'political'], 'long_name': 'Panaji', 'short_name': 'Panaji'}, {'types': ['administrative_area_level_1', 'political'], 'long_name': 'Goa', 'short_name': 'GA'}, {'types': ['country', 'political'], 'long_name': 'India', 'short_name': 'IN'}, {'types': ['postal_code'], 'long_name': '403001', 'short_name': '403001'}], 'place_id': 'ChIJ_5lSaXO_vzsRO7tCgk34xFM', 'formatted_address': '101, Gera’s Imperium Green, Neougi Nagar, Mala, Gera’s Imperium Green, Panaji, Goa 403001, India'}]|15.489607|73.83230200000001|ChIJ_5lSaXO_vzsRO7tCgk34xFM|101, Gera’s Imperium Green, Neougi Nagar, Mala, Gera’s Imperium Green, Panaji, Goa 403001, India
131|Lokaso Travel|http://startupgoa.org/company/Lokaso%20Travel/|[{'geometry': {'location': {'lat': 19.1108977, 'lng': 72.8544272}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'southwest': {'lat': 19.1095487197085, 'lng': 72.8530782197085}, 'northeast': {'lat': 19.1122466802915, 'lng': 72.85577618029151}}}, 'address_components': [{'types': ['locality', 'political'], 'long_name': 'Mumbai', 'short_name': 'Mumbai'}, {'types': ['administrative_area_level_1', 'political'], 'long_name': 'Maharashtra', 'short_name': 'MH'}, {'types': ['country', 'political'], 'long_name': 'India', 'short_name': 'IN'}, {'types': ['postal_code'], 'long_name': '400069', 'short_name': '400069'}], 'place_id': 'ChIJPXPhhzTI5zsRIu6QuP6b__Y', 'types': ['establishment', 'point_of_interest', 'travel_agency'], 'partial_match': True, 'formatted_address': 'Western Tower, Next To Bisleri Compound, Andheri (E), Mumbai, Maharashtra 400069, India'}]|19.1108977|72.8544272|ChIJPXPhhzTI5zsRIu6QuP6b__Y|Western Tower, Next To Bisleri Compound, Andheri (E), Mumbai, Maharashtra 400069, India
132|Matrix Infosystems|http://startupgoa.org/company/Matrix%20Infosystems/|[{'types': ['establishment', 'point_of_interest'], 'geometry': {'location': {'lat': 15.6006299, 'lng': 73.94392599999999}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'southwest': {'lat': 15.5992809197085, 'lng': 73.9425770197085}, 'northeast': {'lat': 15.6019788802915, 'lng': 73.9452749802915}}}, 'address_components': [{'types': ['locality', 'political'], 'long_name': 'Bicholim', 'short_name': 'Bicholim'}, {'types': ['administrative_area_level_1', 'political'], 'long_name': 'Goa', 'short_name': 'GA'}, {'types': ['country', 'political'], 'long_name': 'India', 'short_name': 'IN'}, {'types': ['postal_code'], 'long_name': '403504', 'short_name': '403504'}], 'place_id': 'ChIJE-HwVnyWvzsRHKAKvKpLxFQ', 'formatted_address': 'Near shivaji statue next to,shantaram nagar, Bordem, Bicholim, Goa 403504, India'}]|15.6006299|73.94392599999999|ChIJE-HwVnyWvzsRHKAKvKpLxFQ|Near shivaji statue next to,shantaram nagar, Bordem, Bicholim, Goa 403504, India
133|Media Waves Public Relations|http://startupgoa.org/company/Media%20Waves%20Public%20Relations/|||||
134|MeetOutside|http://startupgoa.org/company/MeetOutside/|||||
135|Mobiefit Technologies|http://startupgoa.org/company/Mobiefit%20Technologies/|||||
136|Mobishastra|http://startupgoa.org/company/Mobishastra/|[{'types': ['establishment', 'point_of_interest'], 'geometry': {'location': {'lat': 17.43688, 'lng': 78.39406559999999}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'southwest': {'lat': 17.4355310197085, 'lng': 78.39271661970848}, 'northeast': {'lat': 17.4382289802915, 'lng': 78.3954145802915}}}, 'address_components': [{'types': ['locality', 'political'], 'long_name': 'Hyderabad', 'short_name': 'Hyderabad'}, {'types': ['administrative_area_level_1', 'political'], 'long_name': 'Telangana', 'short_name': 'Telangana'}, {'types': ['country', 'political'], 'long_name': 'India', 'short_name': 'IN'}, {'types': ['postal_code'], 'long_name': '500033', 'short_name': '500033'}], 'place_id': 'ChIJxWSW4FqRyzsRBOfzMfDZUPY', 'formatted_address': 'Plot No 191, Tagore Towers, Phase-II Guttalabegumpeta,, Kavuri Hills, Madhapur, Hyderabad, Telangana 500033, India'}, {'types': ['establishment', 'point_of_interest'], 'geometry': {'location': {'lat': 28.6387532, 'lng': 77.07380289999999}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'southwest': {'lat': 28.6374042197085, 'lng': 77.07245391970848}, 'northeast': {'lat': 28.6401021802915, 'lng': 77.0751518802915}}}, 'address_components': [{'types': ['locality', 'political'], 'long_name': 'Delhi', 'short_name': 'Delhi'}, {'types': ['administrative_area_level_1', 'political'], 'long_name': 'Delhi', 'short_name': 'DL'}, {'types': ['country', 'political'], 'long_name': 'India', 'short_name': 'IN'}, {'types': ['postal_code'], 'long_name': '110018', 'short_name': '110018'}], 'place_id': 'ChIJvYVnAuwEDTkRoXYXf9Rxoss', 'formatted_address': 'Basement,Pankaj Tower-1,G-Block Community Centre, Opp.Sonia Cinema&PVR,Vikaspuri, Delhi, 110018, India'}]|17.43688|78.39406559999999|ChIJxWSW4FqRyzsRBOfzMfDZUPY|Plot No 191, Tagore Towers, Phase-II Guttalabegumpeta,, Kavuri Hills, Madhapur, Hyderabad, Telangana 500033, India
137|Mobobeat|http://startupgoa.org/company/Mobobeat/|[{'types': ['establishment', 'point_of_interest'], 'geometry': {'location': {'lat': 15.5918981, 'lng': 73.8023704}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'southwest': {'lat': 15.5905491197085, 'lng': 73.80102141970849}, 'northeast': {'lat': 15.5932470802915, 'lng': 73.80371938029151}}}, 'address_components': [{'types': ['political', 'sublocality', 'sublocality_level_1'], 'long_name': 'Khorlim', 'short_name': 'Khorlim'}, {'types': ['locality', 'political'], 'long_name': 'Mapusa', 'short_name': 'Mapusa'}, {'types': ['administrative_area_level_2', 'political'], 'long_name': 'North Goa', 'short_name': 'North Goa'}, {'types': ['administrative_area_level_1', 'political'], 'long_name': 'Goa', 'short_name': 'GA'}, {'types': ['country', 'political'], 'long_name': 'India', 'short_name': 'IN'}, {'types': ['postal_code'], 'long_name': '403507', 'short_name': '403507'}], 'place_id': 'ChIJI3jJr-PqvzsRArkGZdJ8UMk', 'formatted_address': 'Khorlim, Mapusa, Goa 403507, India'}]|15.5918981|73.8023704|ChIJI3jJr-PqvzsRArkGZdJ8UMk|Khorlim, Mapusa, Goa 403507, India
138|Mrinq Technologies|http://startupgoa.org/company/Mrinq%20Technologies/|[{'types': ['establishment', 'point_of_interest'], 'geometry': {'location': {'lat': 15.2903807, 'lng': 73.96448099999999}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'southwest': {'lat': 15.2890317197085, 'lng': 73.96313201970848}, 'northeast': {'lat': 15.2917296802915, 'lng': 73.96582998029149}}}, 'address_components': [{'types': ['locality', 'political'], 'long_name': 'Salcette', 'short_name': 'Salcette'}, {'types': ['administrative_area_level_1', 'political'], 'long_name': 'Goa', 'short_name': 'GA'}, {'types': ['country', 'political'], 'long_name': 'India', 'short_name': 'IN'}, {'types': ['postal_code'], 'long_name': '403602', 'short_name': '403602'}], 'place_id': 'ChIJAQAAAGSxvzsR-FE4QH1hlJs', 'formatted_address': 'Shop No. G1, Vaz Appts, Fatorda, Salcette, Goa 403602, India'}]|15.2903807|73.96448099999999|ChIJAQAAAGSxvzsR-FE4QH1hlJs|Shop No. G1, Vaz Appts, Fatorda, Salcette, Goa 403602, India
139|Mrinq Technologies LLP|http://startupgoa.org/company/Mrinq%20Technologies%20LLP/|[{'types': ['establishment', 'point_of_interest'], 'geometry': {'location': {'lat': 15.2903807, 'lng': 73.96448099999999}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'southwest': {'lat': 15.2890317197085, 'lng': 73.96313201970848}, 'northeast': {'lat': 15.2917296802915, 'lng': 73.96582998029149}}}, 'address_components': [{'types': ['locality', 'political'], 'long_name': 'Salcette', 'short_name': 'Salcette'}, {'types': ['administrative_area_level_1', 'political'], 'long_name': 'Goa', 'short_name': 'GA'}, {'types': ['country', 'political'], 'long_name': 'India', 'short_name': 'IN'}, {'types': ['postal_code'], 'long_name': '403602', 'short_name': '403602'}], 'place_id': 'ChIJAQAAAGSxvzsR-FE4QH1hlJs', 'formatted_address': 'Shop No. G1, Vaz Appts, Fatorda, Salcette, Goa 403602, India'}]|15.2903807|73.96448099999999|ChIJAQAAAGSxvzsR-FE4QH1hlJs|Shop No. G1, Vaz Appts, Fatorda, Salcette, Goa 403602, India
140|Museum of Goa|http://startupgoa.org/company/Museum%20of%20Goa/|[{'types': ['art_gallery', 'cafe', 'establishment', 'food', 'museum', 'point_of_interest'], 'geometry': {'location': {'lat': 15.525516, 'lng': 73.79526299999999}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'southwest': {'lat': 15.5241670197085, 'lng': 73.79391401970848}, 'northeast': {'lat': 15.5268649802915, 'lng': 73.79661198029149}}}, 'address_components': [{'types': ['locality', 'political'], 'long_name': 'Goa', 'short_name': 'Goa'}, {'types': ['administrative_area_level_1', 'political'], 'long_name': 'Goa', 'short_name': 'GA'}, {'types': ['country', 'political'], 'long_name': 'India', 'short_name': 'IN'}, {'types': ['postal_code'], 'long_name': '403511', 'short_name': '403511'}], 'place_id': 'ChIJsz_IVjXAvzsRKB-KUSodijs', 'formatted_address': '79, Pilerne Industrial Estate, Pilerne, Bardez, Goa, 403511, India'}]|15.525516|73.79526299999999|ChIJsz_IVjXAvzsRKB-KUSodijs|79, Pilerne Industrial Estate, Pilerne, Bardez, Goa, 403511, India
141|Nanjgel Solutions|http://startupgoa.org/company/Nanjgel%20Solutions/|[{'types': ['establishment', 'point_of_interest'], 'geometry': {'location': {'lat': 15.4840729, 'lng': 73.8150868}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'southwest': {'lat': 15.4827239197085, 'lng': 73.8137378197085}, 'northeast': {'lat': 15.4854218802915, 'lng': 73.81643578029151}}}, 'address_components': [{'types': ['route'], 'long_name': 'Road 1', 'short_name': 'Rd 1'}, {'types': ['neighborhood', 'political'], 'long_name': 'Lake View Colony', 'short_name': 'Lake View Colony'}, {'types': ['political', 'sublocality', 'sublocality_level_1'], 'long_name': 'Miramar', 'short_name': 'Miramar'}, {'types': ['locality', 'political'], 'long_name': 'Panaji', 'short_name': 'Panaji'}, {'types': ['administrative_area_level_2', 'political'], 'long_name': 'North Goa', 'short_name': 'North Goa'}, {'types': ['administrative_area_level_1', 'political'], 'long_name': 'Goa', 'short_name': 'GA'}, {'types': ['country', 'political'], 'long_name': 'India', 'short_name': 'IN'}, {'types': ['postal_code'], 'long_name': '403001', 'short_name': '403001'}], 'place_id': 'ChIJ8RwMkOvAvzsRaWrmgOtBLEs', 'formatted_address': 'No. 7, Rd 1, Lake View Colony, Miramar, Panaji, Goa 403001, India'}]|15.4840729|73.8150868|ChIJ8RwMkOvAvzsRaWrmgOtBLEs|No. 7, Rd 1, Lake View Colony, Miramar, Panaji, Goa 403001, India
142|Nativefolks|http://startupgoa.org/company/Nativefolks/|[{'types': ['establishment', 'point_of_interest', 'travel_agency'], 'geometry': {'location': {'lat': 15.3293099, 'lng': 73.9352162}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'southwest': {'lat': 15.3279609197085, 'lng': 73.9338672197085}, 'northeast': {'lat': 15.3306588802915, 'lng': 73.93656518029151}}}, 'address_components': [{'types': ['route'], 'long_name': 'Agnel Ashram Pedestrian Underpass', 'short_name': 'Agnel Ashram Pedestrian Underpass'}, {'types': ['political', 'sublocality', 'sublocality_level_1'], 'long_name': 'Gounlloy', 'short_name': 'Gounlloy'}, {'types': ['locality', 'political'], 'long_name': 'Nuvem', 'short_name': 'Nuvem'}, {'types': ['administrative_area_level_2', 'political'], 'long_name': 'South Goa', 'short_name': 'South Goa'}, {'types': ['administrative_area_level_1', 'political'], 'long_name': 'Goa', 'short_name': 'GA'}, {'types': ['country', 'political'], 'long_name': 'India', 'short_name': 'IN'}, {'types': ['postal_code'], 'long_name': '403713', 'short_name': '403713'}], 'place_id': 'ChIJzYjdOdW2vzsR5ysrMMPuThs', 'formatted_address': 'Centre for incubation and business acceleration, Agnel Ashram Pedestrian Underpass, Gounlloy, Nuvem, Goa 403713, India'}]|15.3293099|73.9352162|ChIJzYjdOdW2vzsR5ysrMMPuThs|Centre for incubation and business acceleration, Agnel Ashram Pedestrian Underpass, Gounlloy, Nuvem, Goa 403713, India
143|Nearbuy|http://startupgoa.org/company/Nearbuy/|||||
144|New Vision|http://startupgoa.org/company/New%20Vision/|[{'types': ['electronics_store', 'establishment', 'point_of_interest', 'store'], 'geometry': {'location': {'lat': 15.6156513, 'lng': 73.8250892}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'southwest': {'lat': 15.6143023197085, 'lng': 73.82374021970848}, 'northeast': {'lat': 15.6170002802915, 'lng': 73.8264381802915}}}, 'address_components': [{'types': ['locality', 'political'], 'long_name': 'Acoi Village', 'short_name': 'Acoi Village'}, {'types': ['administrative_area_level_2', 'political'], 'long_name': 'North Goa', 'short_name': 'North Goa'}, {'types': ['administrative_area_level_1', 'political'], 'long_name': 'Goa', 'short_name': 'GA'}, {'types': ['country', 'political'], 'long_name': 'India', 'short_name': 'IN'}, {'types': ['postal_code'], 'long_name': '403517', 'short_name': '403517'}], 'place_id': 'ChIJWQTa2TjrvzsRMbJ_W7alCXc', 'formatted_address': 'Acoi Village, Goa 403517, India'}]|15.6156513|73.8250892|ChIJWQTa2TjrvzsRMbJ_W7alCXc|Acoi Village, Goa 403517, India
145|Next Big Thing|http://startupgoa.org/company/Next%20Big%20Thing/|[{'types': ['establishment', 'point_of_interest'], 'geometry': {'location': {'lat': 15.500899, 'lng': 73.82591699999999}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'southwest': {'lat': 15.4995500197085, 'lng': 73.82456801970848}, 'northeast': {'lat': 15.5022479802915, 'lng': 73.8272659802915}}}, 'address_components': [{'types': ['locality', 'political'], 'long_name': 'Panaji', 'short_name': 'Panaji'}, {'types': ['administrative_area_level_1', 'political'], 'long_name': 'Goa', 'short_name': 'GA'}, {'types': ['country', 'political'], 'long_name': 'India', 'short_name': 'IN'}, {'types': ['postal_code'], 'long_name': '403001', 'short_name': '403001'}], 'place_id': 'ChIJX0D-EonAvzsRC0pMCNSpQOc', 'formatted_address': 'Dias House, Opposite bank of India, Panjim, Goa, Panaji, Goa 403001, India'}]|15.500899|73.82591699999999|ChIJX0D-EonAvzsRC0pMCNSpQOc|Dias House, Opposite bank of India, Panjim, Goa, Panaji, Goa 403001, India
146|Nikola Tech|http://startupgoa.org/company/Nikola%20Tech/|||||
147|Numadic|http://startupgoa.org/company/Numadic/|[{'types': ['establishment', 'point_of_interest'], 'geometry': {'location': {'lat': 15.495131, 'lng': 73.825696}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'southwest': {'lat': 15.4937820197085, 'lng': 73.82434701970848}, 'northeast': {'lat': 15.4964799802915, 'lng': 73.8270449802915}}}, 'address_components': [{'types': ['locality', 'political'], 'long_name': 'Panaji', 'short_name': 'Panaji'}, {'types': ['administrative_area_level_1', 'political'], 'long_name': 'Goa', 'short_name': 'GA'}, {'types': ['country', 'political'], 'long_name': 'India', 'short_name': 'IN'}, {'types': ['postal_code'], 'long_name': '403001', 'short_name': '403001'}], 'place_id': 'ChIJZfrcaY7AvzsRUKWYRWie2GQ', 'formatted_address': '5th Floor, Central Towers, Panaji, Goa 403001, India'}]|15.495131|73.825696|ChIJZfrcaY7AvzsRUKWYRWie2GQ|5th Floor, Central Towers, Panaji, Goa 403001, India
148|OneProject34|http://startupgoa.org/company/OneProject34/|||||
149|Open Destinations|http://startupgoa.org/company/Open%20Destinations/|[{'types': ['establishment', 'point_of_interest'], 'geometry': {'location': {'lat': 15.4863535, 'lng': 73.8093274}, 'location_type': 'ROOFTOP', 'viewport': {'southwest': {'lat': 15.4850045197085, 'lng': 73.8079784197085}, 'northeast': {'lat': 15.4877024802915, 'lng': 73.81067638029151}}}, 'address_components': [{'types': ['street_number'], 'long_name': 'Casa Del Sol, Building No III', 'short_name': 'Casa Del Sol, Building No III'}, {'types': ['route'], 'long_name': 'Dayanand Bandodkar Marg', 'short_name': 'Dayanand Bandodkar Marg'}, {'types': ['political', 'sublocality', 'sublocality_level_1'], 'long_name': 'Miramar', 'short_name': 'Miramar'}, {'types': ['locality', 'political'], 'long_name': 'Panaji', 'short_name': 'Panaji'}, {'types': ['administrative_area_level_2', 'political'], 'long_name': 'North Goa', 'short_name': 'North Goa'}, {'types': ['administrative_area_level_1', 'political'], 'long_name': 'Goa', 'short_name': 'GA'}, {'types': ['country', 'political'], 'long_name': 'India', 'short_name': 'IN'}, {'types': ['postal_code'], 'long_name': '403001', 'short_name': '403001'}], 'place_id': 'ChIJ13VC2OjAvzsR1eFrB6ZCaNA', 'formatted_address': 'Casa Del Sol, Building No III, Dayanand Bandodkar Marg, Miramar, Panaji, Goa 403001, India'}]|15.4863535|73.8093274|ChIJ13VC2OjAvzsR1eFrB6ZCaNA|Casa Del Sol, Building No III, Dayanand Bandodkar Marg, Miramar, Panaji, Goa 403001, India
150|OPSPL|http://startupgoa.org/company/OPSPL/|[{'types': ['electronics_store', 'establishment', 'point_of_interest', 'store'], 'geometry': {'location': {'lat': 15.3550134, 'lng': 73.9299794}, 'location_type': 'ROOFTOP', 'viewport': {'southwest': {'lat': 15.3536644197085, 'lng': 73.92863041970848}, 'northeast': {'lat': 15.3563623802915, 'lng': 73.9313283802915}}}, 'address_components': [{'types': ['premise'], 'long_name': 'Verna Panchayat', 'short_name': 'Verna Panchayat'}, {'types': ['locality', 'political'], 'long_name': 'Verna', 'short_name': 'Verna'}, {'types': ['administrative_area_level_1', 'political'], 'long_name': 'Goa', 'short_name': 'GA'}, {'types': ['country', 'political'], 'long_name': 'India', 'short_name': 'IN'}, {'types': ['postal_code'], 'long_name': '403722', 'short_name': '403722'}], 'place_id': 'ChIJWTKli0m3vzsRJEz3L48wuVc', 'formatted_address': 'S-1, Second Floor, Casa de Alegria off SFX Circle (Near Old, Verna Panchayat, Verna, Goa 403722, India'}]|15.3550134|73.9299794|ChIJWTKli0m3vzsRJEz3L48wuVc|S-1, Second Floor, Casa de Alegria off SFX Circle (Near Old, Verna Panchayat, Verna, Goa 403722, India
151|Optessa Solutions Pvt. Ltd.|http://startupgoa.org/company/Optessa%20Solutions%20Pvt.%20Ltd./|||||
152|Ownism|http://startupgoa.org/company/Ownism/|[{'types': ['establishment', 'point_of_interest', 'shopping_mall'], 'geometry': {'location': {'lat': 15.594006, 'lng': 73.813345}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'southwest': {'lat': 15.5926570197085, 'lng': 73.81199601970849}, 'northeast': {'lat': 15.5953549802915, 'lng': 73.81469398029151}}}, 'address_components': [{'types': ['locality', 'political'], 'long_name': 'Mapusa', 'short_name': 'Mapusa'}, {'types': ['administrative_area_level_1', 'political'], 'long_name': 'Goa', 'short_name': 'GA'}, {'types': ['country', 'political'], 'long_name': 'India', 'short_name': 'IN'}, {'types': ['postal_code'], 'long_name': '403507', 'short_name': '403507'}], 'place_id': 'ChIJhbeInvnqvzsRaewMVRrpme4', 'formatted_address': 'Shop #D01, Salddanha Business Towers, Feira Alta, near Court junction, Mapusa, Bardez North Goa, Behind Idea Office, Mapusa, Goa 403507, India'}]|15.594006|73.813345|ChIJhbeInvnqvzsRaewMVRrpme4|Shop #D01, Salddanha Business Towers, Feira Alta, near Court junction, Mapusa, Bardez North Goa, Behind Idea Office, Mapusa, Goa 403507, India
153|Ownism Internet Pvt. Ltd|http://startupgoa.org/company/Ownism%20Internet%20Pvt.%20Ltd/|[{'types': ['establishment', 'point_of_interest', 'shopping_mall'], 'geometry': {'location': {'lat': 15.594006, 'lng': 73.813345}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'southwest': {'lat': 15.5926570197085, 'lng': 73.81199601970849}, 'northeast': {'lat': 15.5953549802915, 'lng': 73.81469398029151}}}, 'address_components': [{'types': ['locality', 'political'], 'long_name': 'Mapusa', 'short_name': 'Mapusa'}, {'types': ['administrative_area_level_1', 'political'], 'long_name': 'Goa', 'short_name': 'GA'}, {'types': ['country', 'political'], 'long_name': 'India', 'short_name': 'IN'}, {'types': ['postal_code'], 'long_name': '403507', 'short_name': '403507'}], 'place_id': 'ChIJhbeInvnqvzsRaewMVRrpme4', 'formatted_address': 'Shop #D01, Salddanha Business Towers, Feira Alta, near Court junction, Mapusa, Bardez North Goa, Behind Idea Office, Mapusa, Goa 403507, India'}]|15.594006|73.813345|ChIJhbeInvnqvzsRaewMVRrpme4|Shop #D01, Salddanha Business Towers, Feira Alta, near Court junction, Mapusa, Bardez North Goa, Behind Idea Office, Mapusa, Goa 403507, India
154|OYO Rooms|http://startupgoa.org/company/OYO%20Rooms/|[{'types': ['establishment', 'point_of_interest'], 'geometry': {'location': {'lat': 15.496791, 'lng': 73.833981}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'southwest': {'lat': 15.4954420197085, 'lng': 73.83263201970848}, 'northeast': {'lat': 15.4981399802915, 'lng': 73.83532998029149}}}, 'address_components': [{'types': ['locality', 'political'], 'long_name': 'Panaji', 'short_name': 'Panaji'}, {'types': ['administrative_area_level_1', 'political'], 'long_name': 'Goa', 'short_name': 'GA'}, {'types': ['country', 'political'], 'long_name': 'India', 'short_name': 'IN'}, {'types': ['postal_code'], 'long_name': '403001', 'short_name': '403001'}], 'place_id': 'ChIJAYePioTAvzsRHyy11jXgzQM', 'formatted_address': 'Plot No.311-314, III Floor, Citi Centre Building, Patto Plaza, Panaji, Goa 403001, India'}]|15.496791|73.833981|ChIJAYePioTAvzsRHyy11jXgzQM|Plot No.311-314, III Floor, Citi Centre Building, Patto Plaza, Panaji, Goa 403001, India
