|company_name|startup_goa_link|gmap|lat|lng|place_id|formatted_address
62|El Shaddai Charitable Trust|http://startupgoa.org/company/El%20Shaddai%20Charitable%20Trust/|[{'types': ['establishment', 'point_of_interest', 'school'], 'geometry': {'location': {'lat': 15.5984132, 'lng': 73.7763069}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'southwest': {'lat': 15.5970642197085, 'lng': 73.77495791970848}, 'northeast': {'lat': 15.5997621802915, 'lng': 73.7776558802915}}}, 'address_components': [{'types': ['locality', 'political'], 'long_name': 'Mapusa', 'short_name': 'Mapusa'}, {'types': ['administrative_area_level_1', 'political'], 'long_name': 'Goa', 'short_name': 'GA'}, {'types': ['country', 'political'], 'long_name': 'India', 'short_name': 'IN'}, {'types': ['postal_code'], 'long_name': '403501', 'short_name': '403501'}], 'place_id': 'ChIJC3gGubbrvzsRe2g9YUm4YfI', 'formatted_address': 'Socol Vaddo, Assagao, Mapusa, Goa 403501, India'}]|15.5984132|73.7763069|ChIJC3gGubbrvzsRe2g9YUm4YfI|Socol Vaddo, Assagao, Mapusa, Goa 403501, India
63|Entertainment Society of Goa ESG|http://startupgoa.org/company/Entertainment%20Society%20of%20Goa%20%28ESG%29/|[{'types': ['art_gallery', 'establishment', 'point_of_interest'], 'geometry': {'location': {'lat': 15.499807, 'lng': 73.82142499999999}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'southwest': {'lat': 15.4984580197085, 'lng': 73.82007601970848}, 'northeast': {'lat': 15.5011559802915, 'lng': 73.82277398029149}}}, 'address_components': [{'types': ['route'], 'long_name': 'Dayanand Bandodkar Marg', 'short_name': 'Dayanand Bandodkar Marg'}, {'types': ['locality', 'political'], 'long_name': 'Panaji', 'short_name': 'Panaji'}, {'types': ['administrative_area_level_2', 'political'], 'long_name': 'North Goa', 'short_name': 'North Goa'}, {'types': ['administrative_area_level_1', 'political'], 'long_name': 'Goa', 'short_name': 'GA'}, {'types': ['country', 'political'], 'long_name': 'India', 'short_name': 'IN'}, {'types': ['postal_code'], 'long_name': '403001', 'short_name': '403001'}], 'place_id': 'ChIJzRsunIvAvzsRwtkBaJGsujY', 'formatted_address': 'Dayanand Bandodkar Marg, Panaji, Goa 403001, India'}, {'types': ['establishment', 'point_of_interest'], 'geometry': {'location': {'lat': 15.5012904, 'lng': 73.82740679999999}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'southwest': {'lat': 15.4999414197085, 'lng': 73.82605781970848}, 'northeast': {'lat': 15.5026393802915, 'lng': 73.8287557802915}}}, 'address_components': [{'types': ['route'], 'long_name': 'Dayanand Bandodkar Marg', 'short_name': 'Dayanand Bandodkar Marg'}, {'types': ['political', 'sublocality', 'sublocality_level_1'], 'long_name': 'Patto Colony', 'short_name': 'Patto Colony'}, {'types': ['locality', 'political'], 'long_name': 'Panaji', 'short_name': 'Panaji'}, {'types': ['administrative_area_level_2', 'political'], 'long_name': 'North Goa', 'short_name': 'North Goa'}, {'types': ['administrative_area_level_1', 'political'], 'long_name': 'Goa', 'short_name': 'GA'}, {'types': ['country', 'political'], 'long_name': 'India', 'short_name': 'IN'}, {'types': ['postal_code'], 'long_name': '403521', 'short_name': '403521'}], 'place_id': 'ChIJCdrg_IjAvzsR4c5a2Uht6bg', 'formatted_address': 'Dayanand Bandodkar Marg, Patto Colony, Panaji, Goa 403521, India'}]|15.499807|73.82142499999999|ChIJzRsunIvAvzsRwtkBaJGsujY|Dayanand Bandodkar Marg, Panaji, Goa 403001, India
64|Enviro Skills|http://startupgoa.org/company/Enviro%20Skills/|[{'types': ['establishment', 'point_of_interest'], 'geometry': {'location': {'lat': 15.4946131, 'lng': 73.8258444}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'southwest': {'lat': 15.4932641197085, 'lng': 73.82449541970848}, 'northeast': {'lat': 15.4959620802915, 'lng': 73.8271933802915}}}, 'address_components': [{'types': ['locality', 'political'], 'long_name': 'Panaji', 'short_name': 'Panaji'}, {'types': ['administrative_area_level_1', 'political'], 'long_name': 'Goa', 'short_name': 'GA'}, {'types': ['country', 'political'], 'long_name': 'India', 'short_name': 'IN'}, {'types': ['postal_code'], 'long_name': '403001', 'short_name': '403001'}], 'place_id': 'ChIJH92wqpbAvzsREXU0f2bSQF8', 'formatted_address': '201-203, Central Towers, Boca De Vaca,, Adjacent to Saibaba Temple, near Mahalaxmi Temple, Panaji, Goa 403001, India'}]|15.4946131|73.8258444|ChIJH92wqpbAvzsREXU0f2bSQF8|201-203, Central Towers, Boca De Vaca,, Adjacent to Saibaba Temple, near Mahalaxmi Temple, Panaji, Goa 403001, India
65|Eptron India|http://startupgoa.org/company/Eptron%20India/|||||
66|ESPRESSOTIVE|http://startupgoa.org/company/ESPRESSOTIVE/|[{'types': ['establishment', 'point_of_interest'], 'geometry': {'location': {'lat': 15.329451, 'lng': 73.935062}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'southwest': {'lat': 15.3281020197085, 'lng': 73.93371301970849}, 'northeast': {'lat': 15.3307999802915, 'lng': 73.9364109802915}}}, 'address_components': [{'types': ['locality', 'political'], 'long_name': 'verna-Goa', 'short_name': 'verna-Goa'}, {'types': ['administrative_area_level_1', 'political'], 'long_name': 'Goa', 'short_name': 'GA'}, {'types': ['country', 'political'], 'long_name': 'India', 'short_name': 'IN'}, {'types': ['postal_code'], 'long_name': '403722', 'short_name': '403722'}], 'place_id': 'ChIJNz08UGKxvzsRQVq7T7k3iQQ', 'formatted_address': 'Centre for incubation and business acceleration, Agnel technical education complex, verna-Goa, Goa 403722, India'}]|15.329451|73.935062|ChIJNz08UGKxvzsRQVq7T7k3iQQ|Centre for incubation and business acceleration, Agnel technical education complex, verna-Goa, Goa 403722, India
67|Etechexplorer|http://startupgoa.org/company/Etechexplorer/|[{'geometry': {'location': {'lat': 15.4929188, 'lng': 73.9408423}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'southwest': {'lat': 15.4915698197085, 'lng': 73.93949331970849}, 'northeast': {'lat': 15.4942677802915, 'lng': 73.9421912802915}}}, 'address_components': [{'types': ['locality', 'political'], 'long_name': 'Panaji', 'short_name': 'Panaji'}, {'types': ['administrative_area_level_1', 'political'], 'long_name': 'Goa', 'short_name': 'GA'}, {'types': ['country', 'political'], 'long_name': 'India', 'short_name': 'IN'}, {'types': ['postal_code'], 'long_name': '403110', 'short_name': '403110'}], 'place_id': 'ChIJF-txKe_AvzsRj72h7HiEwrU', 'types': ['establishment', 'point_of_interest'], 'partial_match': True, 'formatted_address': 'Mariazinha Apartments, Opp. Syngenta, Block B, F2, Corlim, Panaji, Goa 403110, India'}]|15.4929188|73.9408423|ChIJF-txKe_AvzsRj72h7HiEwrU|Mariazinha Apartments, Opp. Syngenta, Block B, F2, Corlim, Panaji, Goa 403110, India
68|Event Basket|http://startupgoa.org/company/Event%20Basket/|[{'types': ['establishment', 'point_of_interest'], 'geometry': {'location': {'lat': 15.5862652, 'lng': 73.9433758}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'southwest': {'lat': 15.5849162197085, 'lng': 73.9420268197085}, 'northeast': {'lat': 15.5876141802915, 'lng': 73.94472478029151}}}, 'address_components': [{'types': ['locality', 'political'], 'long_name': 'Bicholim', 'short_name': 'Bicholim'}, {'types': ['administrative_area_level_1', 'political'], 'long_name': 'Goa', 'short_name': 'GA'}, {'types': ['country', 'political'], 'long_name': 'India', 'short_name': 'IN'}, {'types': ['postal_code'], 'long_name': '403504', 'short_name': '403504'}], 'place_id': 'ChIJ3x8QwnOWvzsRSrYG_re8ucI', 'formatted_address': 'Shop No.6, Lakshmi Parvati Arcade, Antilpeth, Bicholim Road, Bicholim, Goa 403504, India'}, {'types': ['establishment', 'point_of_interest'], 'geometry': {'location': {'lat': 15.587073, 'lng': 73.94577}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'southwest': {'lat': 15.5857240197085, 'lng': 73.94442101970849}, 'northeast': {'lat': 15.5884219802915, 'lng': 73.9471189802915}}}, 'address_components': [{'types': ['locality', 'political'], 'long_name': 'Bicholim', 'short_name': 'Bicholim'}, {'types': ['administrative_area_level_1', 'political'], 'long_name': 'Goa', 'short_name': 'GA'}, {'types': ['country', 'political'], 'long_name': 'India', 'short_name': 'IN'}, {'types': ['postal_code'], 'long_name': '403504', 'short_name': '403504'}], 'place_id': 'ChIJ16MlJHKWvzsRrhBOqnDNMJg', 'formatted_address': 'Hno:24 Antil Peth, Bicholim, Goa 403504, India'}]|15.5862652|73.9433758|ChIJ3x8QwnOWvzsRSrYG_re8ucI|Shop No.6, Lakshmi Parvati Arcade, Antilpeth, Bicholim Road, Bicholim, Goa 403504, India
69|Fabcoders|http://startupgoa.org/company/Fabcoders/|[{'types': ['establishment', 'point_of_interest'], 'geometry': {'location': {'lat': 15.488719, 'lng': 73.818643}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'southwest': {'lat': 15.4873700197085, 'lng': 73.81729401970848}, 'northeast': {'lat': 15.4900679802915, 'lng': 73.81999198029149}}}, 'address_components': [{'types': ['locality', 'political'], 'long_name': 'Panaji', 'short_name': 'Panaji'}, {'types': ['administrative_area_level_1', 'political'], 'long_name': 'Goa', 'short_name': 'GA'}, {'types': ['country', 'political'], 'long_name': 'India', 'short_name': 'IN'}, {'types': ['postal_code'], 'long_name': '403001', 'short_name': '403001'}], 'place_id': 'ChIJwzHmNZPAvzsR3EembyWVGlI', 'formatted_address': '5th Floor,Satt Adhar Basilio Heights, Above Basilio Gym,, Near Caculo Mall,St.Inez, Panaji, Goa 403001, India'}]|15.488719|73.818643|ChIJwzHmNZPAvzsR3EembyWVGlI|5th Floor,Satt Adhar Basilio Heights, Above Basilio Gym,, Near Caculo Mall,St.Inez, Panaji, Goa 403001, India
70|Fabhres Holidays|http://startupgoa.org/company/Fabhres%20Holidays/|"[{'types': ['establishment', 'lodging', 'point_of_interest', 'travel_agency'], 'geometry': {'location': {'lat': 15.489757, 'lng': 73.832438}, 'location_type': 'ROOFTOP', 'viewport': {'southwest': {'lat': 15.4884080197085, 'lng': 73.83108901970849}, 'northeast': {'lat': 15.4911059802915, 'lng': 73.8337869802915}}}, 'address_components': [{'types': ['premise'], 'long_name': 'Gera Imperium Patto Plaza', 'short_name': 'Gera Imperium Patto Plaza'}, {'types': ['locality', 'political'], 'long_name': 'Panaji', 'short_name': 'Panaji'}, {'types': ['administrative_area_level_1', 'political'], 'long_name': 'Goa', 'short_name': 'GA'}, {'types': ['country', 'political'], 'long_name': 'India', 'short_name': 'IN'}, {'types': ['postal_code'], 'long_name': '403001', 'short_name': '403001'}], 'place_id': 'ChIJK1VVVam2vzsRTU_Dul5nf70', 'formatted_address': ""506, 's Panjim, Gera Imperium Patto Plaza, Panaji, Goa 403001, India""}]"|15.489757|73.832438|ChIJK1VVVam2vzsRTU_Dul5nf70|506, 's Panjim, Gera Imperium Patto Plaza, Panaji, Goa 403001, India
71|fabzon.com|http://startupgoa.org/company/fabzon.com/|||||
72|FleetRover|http://startupgoa.org/company/FleetRover/|||||
73|FlyThemes|http://startupgoa.org/company/FlyThemes/|||||
74|freeTHINK|http://startupgoa.org/company/freeTHINK/|[{'types': ['establishment', 'point_of_interest'], 'geometry': {'location': {'lat': 15.4844315, 'lng': 73.8134704}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'southwest': {'lat': 15.4830825197085, 'lng': 73.81212141970849}, 'northeast': {'lat': 15.4857804802915, 'lng': 73.81481938029151}}}, 'address_components': [{'types': ['locality', 'political'], 'long_name': 'Panaji', 'short_name': 'Panaji'}, {'types': ['administrative_area_level_1', 'political'], 'long_name': 'Goa', 'short_name': 'GA'}, {'types': ['country', 'political'], 'long_name': 'India', 'short_name': 'IN'}, {'types': ['postal_code'], 'long_name': '403001', 'short_name': '403001'}], 'place_id': 'ChIJI18ExevAvzsRrYqS1gThKQI', 'formatted_address': 'B-16-A, La Campala Colony Main Road, La Campala Colony, Miramar, Panaji, Goa 403001, India'}]|15.4844315|73.8134704|ChIJI18ExevAvzsRrYqS1gThKQI|B-16-A, La Campala Colony Main Road, La Campala Colony, Miramar, Panaji, Goa 403001, India
75|Future Focus Infotech|http://startupgoa.org/company/Future%20Focus%20Infotech/|[{'types': ['establishment', 'point_of_interest'], 'geometry': {'location': {'lat': 17.4256742, 'lng': 78.44931489999999}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'southwest': {'lat': 17.4243252197085, 'lng': 78.4479659197085}, 'northeast': {'lat': 17.4270231802915, 'lng': 78.4506638802915}}}, 'address_components': [{'types': ['political', 'sublocality', 'sublocality_level_1'], 'long_name': 'Banjara Hills', 'short_name': 'Banjara Hills'}, {'types': ['locality', 'political'], 'long_name': 'Hyderabad', 'short_name': 'Hyderabad'}, {'types': ['administrative_area_level_2', 'political'], 'long_name': 'Hyderabad', 'short_name': 'Hyderabad'}, {'types': ['administrative_area_level_1', 'political'], 'long_name': 'Telangana', 'short_name': 'Telangana'}, {'types': ['country', 'political'], 'long_name': 'India', 'short_name': 'IN'}, {'types': ['postal_code'], 'long_name': '500034', 'short_name': '500034'}], 'place_id': 'ChIJKRXB1TSXyzsRWqvYxUQmblc', 'formatted_address': 'No.-201, Ganga Estates Road,1 Nagarjuna Circle, Banjara Hills, Hyderabad, Telangana 500034, India'}]|17.4256742|78.44931489999999|ChIJKRXB1TSXyzsRWqvYxUQmblc|No.-201, Ganga Estates Road,1 Nagarjuna Circle, Banjara Hills, Hyderabad, Telangana 500034, India
76|G4 Infotech|http://startupgoa.org/company/G4%20Infotech/|||||
77|Garage Guy|http://startupgoa.org/company/Garage%20Guy/|||||
78|GervanoRA Data Services|http://startupgoa.org/company/GervanoRA%20Data%20Services/|[{'types': ['establishment', 'point_of_interest'], 'geometry': {'location': {'lat': 15.3609113, 'lng': 73.9423121}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'southwest': {'lat': 15.3595623197085, 'lng': 73.9409631197085}, 'northeast': {'lat': 15.3622602802915, 'lng': 73.9436610802915}}}, 'address_components': [{'types': ['locality', 'political'], 'long_name': 'South Goa', 'short_name': 'South Goa'}, {'types': ['administrative_area_level_1', 'political'], 'long_name': 'Goa', 'short_name': 'GA'}, {'types': ['country', 'political'], 'long_name': 'India', 'short_name': 'IN'}, {'types': ['postal_code'], 'long_name': '403722', 'short_name': '403722'}], 'place_id': 'ChIJXe_sW7GwvzsRQHxuOHnKf9I', 'formatted_address': 'Goa IT Inovation Center, Goa Chamber of Commerce and Industry Bldg, 2nd Floor, S-2 Block, Opp: Hyundai Showroom, Verna, South Goa, Goa 403722, India'}]|15.3609113|73.9423121|ChIJXe_sW7GwvzsRQHxuOHnKf9I|Goa IT Inovation Center, Goa Chamber of Commerce and Industry Bldg, 2nd Floor, S-2 Block, Opp: Hyundai Showroom, Verna, South Goa, Goa 403722, India
79|GLOBAL MNC|http://startupgoa.org/company/GLOBAL%20MNC/|||||
80|Global Optics|http://startupgoa.org/company/Global%20Optics/|||||
81|Goa Hotel Tech|http://startupgoa.org/company/Goa%20Hotel%20Tech/|[{'types': ['bar', 'establishment', 'food', 'lodging', 'point_of_interest', 'restaurant'], 'geometry': {'location': {'lat': 15.5460607, 'lng': 73.76661880000002}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'southwest': {'lat': 15.5447117197085, 'lng': 73.76526981970852}, 'northeast': {'lat': 15.5474096802915, 'lng': 73.76796778029153}}}, 'address_components': [{'types': ['locality', 'political'], 'long_name': 'Bardez', 'short_name': 'Bardez'}, {'types': ['administrative_area_level_1', 'political'], 'long_name': 'Goa', 'short_name': 'GA'}, {'types': ['country', 'political'], 'long_name': 'India', 'short_name': 'IN'}, {'types': ['postal_code'], 'long_name': '403516', 'short_name': '403516'}], 'place_id': 'ChIJk_XHdArqvzsR8eJMjIt5S24', 'formatted_address': '370/14, Near KFC, Porba Vaddo, Calangute, Bardez, Goa 403516, India'}]|15.5460607|73.76661880000002|ChIJk_XHdArqvzsR8eJMjIt5S24|370/14, Near KFC, Porba Vaddo, Calangute, Bardez, Goa 403516, India
82|Goa NSW Youth|http://startupgoa.org/company/Goa%20NSW%20Youth/|||||
83|Goa.me|http://startupgoa.org/company/Goa.me/|[{'types': ['bar', 'establishment', 'food', 'point_of_interest', 'restaurant'], 'geometry': {'location': {'lat': 15.5636174, 'lng': 73.76355269999999}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'southwest': {'lat': 15.5622684197085, 'lng': 73.76220371970848}, 'northeast': {'lat': 15.5649663802915, 'lng': 73.7649016802915}}}, 'address_components': [{'types': ['locality', 'political'], 'long_name': 'Arpora, North Goa', 'short_name': 'Arpora, North Goa'}, {'types': ['administrative_area_level_1', 'political'], 'long_name': 'Goa', 'short_name': 'GA'}, {'types': ['country', 'political'], 'long_name': 'India', 'short_name': 'IN'}, {'types': ['postal_code'], 'long_name': '403516', 'short_name': '403516'}], 'place_id': 'ChIJ1Ta43RbqvzsRZHjoVl5PzUA', 'formatted_address': 'Rio Resort lane, Opposite Renton Manor, Tambuki waddo, Arpora, Bardez, Goa, Arpora, North Goa, Goa 403516, India'}]|15.5636174|73.76355269999999|ChIJ1Ta43RbqvzsRZHjoVl5PzUA|Rio Resort lane, Opposite Renton Manor, Tambuki waddo, Arpora, Bardez, Goa, Arpora, North Goa, Goa 403516, India
84|Godel Systems|http://startupgoa.org/company/Godel%20Systems/|||||
85|Grace Themes|http://startupgoa.org/company/Grace%20Themes/|||||
86|Groupon India|http://startupgoa.org/company/Groupon%20India/|||||
87|GrowthGravy|http://startupgoa.org/company/GrowthGravy/|[{'types': ['establishment', 'point_of_interest'], 'geometry': {'location': {'lat': 15.49592, 'lng': 73.82383999999999}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'southwest': {'lat': 15.4945710197085, 'lng': 73.8224910197085}, 'northeast': {'lat': 15.4972689802915, 'lng': 73.8251889802915}}}, 'address_components': [{'types': ['locality', 'political'], 'long_name': 'Panaji', 'short_name': 'Panaji'}, {'types': ['administrative_area_level_1', 'political'], 'long_name': 'Goa', 'short_name': 'GA'}, {'types': ['country', 'political'], 'long_name': 'India', 'short_name': 'IN'}, {'types': ['postal_code'], 'long_name': '403001', 'short_name': '403001'}], 'place_id': 'ChIJ2bFP043AvzsR7-wNtz_d3Og', 'formatted_address': '207, Nizmar Centre, Atmaram Borkar Road, Panaji, Goa 403001, India'}]|15.49592|73.82383999999999|ChIJ2bFP043AvzsR7-wNtz_d3Og|207, Nizmar Centre, Atmaram Borkar Road, Panaji, Goa 403001, India
88|HandyTrain|http://startupgoa.org/company/HandyTrain/|||||
89|Hash Cookies|http://startupgoa.org/company/Hash%20Cookies/|[{'types': ['establishment', 'point_of_interest'], 'geometry': {'location': {'lat': 15.567541, 'lng': 73.782771}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'southwest': {'lat': 15.5661920197085, 'lng': 73.78142201970849}, 'northeast': {'lat': 15.5688899802915, 'lng': 73.78411998029149}}}, 'address_components': [{'types': ['locality', 'political'], 'long_name': 'Parra', 'short_name': 'Parra'}, {'types': ['administrative_area_level_1', 'political'], 'long_name': 'Goa', 'short_name': 'GA'}, {'types': ['country', 'political'], 'long_name': 'India', 'short_name': 'IN'}, {'types': ['postal_code'], 'long_name': '403510', 'short_name': '403510'}], 'place_id': 'ChIJGUE4d2jqvzsRFKUXVMjOPu4', 'formatted_address': 'Almeida Vaddo, Parra, Goa 403510, India'}]|15.567541|73.782771|ChIJGUE4d2jqvzsRFKUXVMjOPu4|Almeida Vaddo, Parra, Goa 403510, India
90|Helix Tech|http://startupgoa.org/company/Helix%20Tech/|[{'types': ['establishment', 'point_of_interest'], 'geometry': {'location': {'lat': 15.512998, 'lng': 73.838301}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'southwest': {'lat': 15.5116490197085, 'lng': 73.83695201970849}, 'northeast': {'lat': 15.5143469802915, 'lng': 73.83964998029151}}}, 'address_components': [{'types': ['locality', 'political'], 'long_name': 'porvorim', 'short_name': 'porvorim'}, {'types': ['administrative_area_level_1', 'political'], 'long_name': 'Goa', 'short_name': 'GA'}, {'types': ['country', 'political'], 'long_name': 'India', 'short_name': 'IN'}, {'types': ['postal_code'], 'long_name': '403521', 'short_name': '403521'}], 'place_id': 'ChIJAyT0GXnAvzsRii3J4Zew62Y', 'formatted_address': 'Helix tech HQ Plot No. 45 House No. 864/1A Journalist Colony, Porvorim, Alto Porvorim, porvorim, Goa 403521, India'}]|15.512998|73.838301|ChIJAyT0GXnAvzsRii3J4Zew62Y|Helix tech HQ Plot No. 45 House No. 864/1A Journalist Colony, Porvorim, Alto Porvorim, porvorim, Goa 403521, India
91|Hello Information Services|http://startupgoa.org/company/Hello%20Information%20Services/|[{'types': ['establishment', 'point_of_interest'], 'geometry': {'location': {'lat': 15.515481, 'lng': 73.835605}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'southwest': {'lat': 15.5141320197085, 'lng': 73.83425601970849}, 'northeast': {'lat': 15.5168299802915, 'lng': 73.83695398029151}}}, 'address_components': [{'types': ['locality', 'political'], 'long_name': 'Porvorim', 'short_name': 'Porvorim'}, {'types': ['administrative_area_level_1', 'political'], 'long_name': 'Goa', 'short_name': 'GA'}, {'types': ['country', 'political'], 'long_name': 'India', 'short_name': 'IN'}, {'types': ['postal_code'], 'long_name': '403521', 'short_name': '403521'}], 'place_id': 'ChIJNfnAiXnAvzsRzrvBOQM_4hU', 'formatted_address': 'The Hello Group, HJS 60, Housing Board Colony, Pundalik Nagar, Porvorim, Porvorim, Goa 403521, India'}]|15.515481|73.835605|ChIJNfnAiXnAvzsRzrvBOQM_4hU|The Hello Group, HJS 60, Housing Board Colony, Pundalik Nagar, Porvorim, Porvorim, Goa 403521, India
92|Herora Infocom|http://startupgoa.org/company/Herora%20Infocom/|[{'types': ['establishment', 'point_of_interest'], 'geometry': {'location': {'lat': 15.396529, 'lng': 73.80932299999999}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'southwest': {'lat': 15.3951800197085, 'lng': 73.8079740197085}, 'northeast': {'lat': 15.3978779802915, 'lng': 73.8106719802915}}}, 'address_components': [{'types': ['locality', 'political'], 'long_name': 'Vasco da Gama', 'short_name': 'Vasco da Gama'}, {'types': ['administrative_area_level_1', 'political'], 'long_name': 'Goa', 'short_name': 'GA'}, {'types': ['country', 'political'], 'long_name': 'India', 'short_name': 'IN'}, {'types': ['postal_code'], 'long_name': '403802', 'short_name': '403802'}], 'place_id': 'ChIJx3OPM7rHvzsRyv6OvyomUgA', 'formatted_address': '6th Floor , 85 Metha House , Leopoldo Flores Road , Vasco , Goa 403802, Vasco da Gama, Goa 403802, India'}]|15.396529|73.80932299999999|ChIJx3OPM7rHvzsRyv6OvyomUgA|6th Floor , 85 Metha House , Leopoldo Flores Road , Vasco , Goa 403802, Vasco da Gama, Goa 403802, India
93|HipBar Pvt. Ltd.|http://startupgoa.org/company/HipBar%20Pvt.%20Ltd./|[{'types': ['establishment', 'point_of_interest'], 'geometry': {'location': {'lat': 13.009702, 'lng': 80.253939}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'southwest': {'lat': 13.0083530197085, 'lng': 80.25259001970849}, 'northeast': {'lat': 13.0110509802915, 'lng': 80.2552879802915}}}, 'address_components': [{'types': ['locality', 'political'], 'long_name': 'Chennai', 'short_name': 'Chennai'}, {'types': ['administrative_area_level_1', 'political'], 'long_name': 'Tamil Nadu', 'short_name': 'TN'}, {'types': ['country', 'political'], 'long_name': 'India', 'short_name': 'IN'}, {'types': ['postal_code'], 'long_name': '600020', 'short_name': '600020'}], 'place_id': 'ChIJvcOu55RnUjoRFoAwKtcIoBU', 'formatted_address': 'No. 34, (1st Floor) B Ramachandra Adithanar Road, Gandhinagar, Adyar, Chennai, Tamil Nadu 600020, India'}, {'types': ['establishment', 'point_of_interest'], 'geometry': {'location': {'lat': 13.020014, 'lng': 77.6414376}, 'location_type': 'ROOFTOP', 'viewport': {'southwest': {'lat': 13.0186650197085, 'lng': 77.6400886197085}, 'northeast': {'lat': 13.0213629802915, 'lng': 77.6427865802915}}}, 'address_components': [{'types': ['street_number'], 'long_name': '602', 'short_name': '602'}, {'types': ['route'], 'long_name': '3rd B Cross Road', 'short_name': '3rd B Cross Rd'}, {'types': ['political', 'sublocality', 'sublocality_level_3'], 'long_name': 'HRBR Layout 2nd Block', 'short_name': 'HRBR Layout 2nd Block'}, {'types': ['political', 'sublocality', 'sublocality_level_2'], 'long_name': 'HRBR Layout', 'short_name': 'HRBR Layout'}, {'types': ['political', 'sublocality', 'sublocality_level_1'], 'long_name': 'Kalyan Nagar', 'short_name': 'Kalyan Nagar'}, {'types': ['locality', 'political'], 'long_name': 'Bengaluru', 'short_name': 'Bengaluru'}, {'types': ['administrative_area_level_2', 'political'], 'long_name': 'Bangalore Urban', 'short_name': 'Bangalore Urban'}, {'types': ['administrative_area_level_1', 'political'], 'long_name': 'Karnataka', 'short_name': 'KA'}, {'types': ['country', 'political'], 'long_name': 'India', 'short_name': 'IN'}, {'types': ['postal_code'], 'long_name': '560043', 'short_name': '560043'}], 'place_id': 'ChIJLS9KBiYXrjsRkiVCB5CAGUA', 'formatted_address': '602, 3rd B Cross Rd, HRBR Layout 2nd Block, HRBR Layout, Kalyan Nagar, Bengaluru, Karnataka 560043, India'}]|13.009702|80.253939|ChIJvcOu55RnUjoRFoAwKtcIoBU|No. 34, (1st Floor) B Ramachandra Adithanar Road, Gandhinagar, Adyar, Chennai, Tamil Nadu 600020, India
94|Hooligan New Media|http://startupgoa.org/company/Hooligan%20New%20Media/|[{'types': ['establishment', 'point_of_interest'], 'geometry': {'location': {'lat': 15.4993004, 'lng': 73.8260822}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'southwest': {'lat': 15.4979514197085, 'lng': 73.82473321970849}, 'northeast': {'lat': 15.5006493802915, 'lng': 73.82743118029151}}}, 'address_components': [{'types': ['locality', 'political'], 'long_name': 'Panaji', 'short_name': 'Panaji'}, {'types': ['administrative_area_level_1', 'political'], 'long_name': 'Goa', 'short_name': 'GA'}, {'types': ['country', 'political'], 'long_name': 'India', 'short_name': 'IN'}, {'types': ['postal_code'], 'long_name': '403501', 'short_name': '403501'}], 'place_id': 'ChIJC4cqN4nAvzsRQzGBExKcIFk', 'formatted_address': 'Suite 203, Milroc Neurekar Bldg., Panaji, Goa 403501, India'}]|15.4993004|73.8260822|ChIJC4cqN4nAvzsRQzGBExKcIFk|Suite 203, Milroc Neurekar Bldg., Panaji, Goa 403501, India
95|Hypercube Technologies|http://startupgoa.org/company/Hypercube%20Technologies/|[{'types': ['establishment', 'point_of_interest'], 'geometry': {'location': {'lat': 15.4960112, 'lng': 73.869365}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'southwest': {'lat': 15.4946622197085, 'lng': 73.8680160197085}, 'northeast': {'lat': 15.4973601802915, 'lng': 73.87071398029151}}}, 'address_components': [{'types': ['neighborhood', 'political'], 'long_name': 'Ilhas', 'short_name': 'Ilhas'}, {'types': ['locality', 'political'], 'long_name': 'Chimbel', 'short_name': 'Chimbel'}, {'types': ['administrative_area_level_2', 'political'], 'long_name': 'North Goa', 'short_name': 'North Goa'}, {'types': ['administrative_area_level_1', 'political'], 'long_name': 'Goa', 'short_name': 'GA'}, {'types': ['country', 'political'], 'long_name': 'India', 'short_name': 'IN'}, {'types': ['postal_code'], 'long_name': '403006', 'short_name': '403006'}], 'place_id': 'ChIJwbMNcRK_vzsRTIVTSA_ItNI', 'formatted_address': 'Ilhas, Chimbel, Goa 403006, India'}]|15.4960112|73.869365|ChIJwbMNcRK_vzsRTIVTSA_ItNI|Ilhas, Chimbel, Goa 403006, India
96|Hyperfix|http://startupgoa.org/company/Hyperfix/|||||
